Bat species,Bat family,Continent,Country,Reference,Link,,,,,,,,,,,,,,,,,,,,,
Pipistrellus pipistrellus,Vespertilionidae,Europe,Netherlands,Reusken 2010 VBZD https://doi.org/10.1089/vbz.2009.0173,https://doi.org/10.1089/vbz.2009.0173,,,,,,,,,,,,,,,,,,,,,
Rhinolophus hipposideros,Rhinolophidae,Europe,Slovenia,Rihtaric 2010 Archives of Virology https://doi.org/10.1007/s00705-010-0612-5,https://doi.org/10.1007/s00705-010-0612-5,,,,,,,,,,,,,,,,,,,,,
Rhinolophus ferrumequinum,Rhinolophidae,Europe,Italy,Rizzo 2017 BMC Veterinary Research https://doi.org/10.1186/s12917-017-1307-x,https://doi.org/10.1186/s12917-017-1307-x,,,,,,,,,,,,,,,,,,,,,
Myotis daubentonii,Vespertilionidae,Europe,Italy,Rizzo 2017 BMC Veterinary Research https://doi.org/10.1186/s12917-017-1307-x,https://doi.org/10.1186/s12917-017-1307-x,,,,,,,,,,,,,,,,,,,,,
Myotis myotis,Vespertilionidae,Europe,Italy,Rizzo 2017 BMC Veterinary Research https://doi.org/10.1186/s12917-017-1307-x,https://doi.org/10.1186/s12917-017-1307-x,,,,,,,,,,,,,,,,,,,,,
Myotis nattereri,Vespertilionidae,Europe,Italy,Rizzo 2017 BMC Veterinary Research https://doi.org/10.1186/s12917-017-1307-x,https://doi.org/10.1186/s12917-017-1307-x,,,,,,,,,,,,,,,,,,,,,
Myotis oxygnathus,Vespertilionidae,Europe,Italy,Rizzo 2017 BMC Veterinary Research https://doi.org/10.1186/s12917-017-1307-x,https://doi.org/10.1186/s12917-017-1307-x,,,,,,,,,,,,,,,,,,,,,
Pipistrellus kuhlii,Vespertilionidae,Europe,Italy,Rizzo 2017 BMC Veterinary Research https://doi.org/10.1186/s12917-017-1307-x,https://doi.org/10.1186/s12917-017-1307-x,,,,,,,,,,,,,,,,,,,,,
Pipistrellus pipistrellus,Vespertilionidae,Europe,Italy,Rizzo 2017 BMC Veterinary Research https://doi.org/10.1186/s12917-017-1307-x,https://doi.org/10.1186/s12917-017-1307-x,,,,,,,,,,,,,,,,,,,,,
Plecotus auritus,Vespertilionidae,Europe,Italy,Rizzo 2017 BMC Veterinary Research https://doi.org/10.1186/s12917-017-1307-x,https://doi.org/10.1186/s12917-017-1307-x,,,,,,,,,,,,,,,,,,,,,
Hipposideros cervinus,Hipposideridae,Asia,Malaysia,Seltmann 2017 EcoHealth https://doi.org/10.1007/s10393-017-1245-x,https://doi.org/10.1007/s10393-017-1245-x,,,,,,,,,,,,,,,,,,,,,
Rhinolophus trifoliatus,Rhinolophidae,Asia,Malaysia,Seltmann 2017 EcoHealth https://doi.org/10.1007/s10393-017-1245-x,https://doi.org/10.1007/s10393-017-1245-x,,,,,,,,,,,,,,,,,,,,,
Rousettus aegyptiacus,Pteropodidae,"Asia, Africa","Lebanon, Egypt",Shehata 2016 EID https://dx.doi.org/10.3201%2Feid2201.151397,https://dx.doi.org/10.3201%2Feid2201.151397,,,,,,,,,,,,,,,,,,,,,
Rhinolophus ferrumequinum,Rhinolophidae,Asia,Lebanon,Shehata 2016 EID https://dx.doi.org/10.3201%2Feid2201.151397,https://dx.doi.org/10.3201%2Feid2201.151397,,,,,,,,,,,,,,,,,,,,,
Pipistrellus deserti,Vespertilionidae,Africa,Egypt,Shehata 2016 EID https://dx.doi.org/10.3201%2Feid2201.151397,https://dx.doi.org/10.3201%2Feid2201.151397,,,,,,,,,,,,,,,,,,,,,
Miniopterus fuliginosus,Miniopteridae,Asia,Japan,Shirato 2012 Virus Genes https://doi.org/10.1007/s11262-011-0661-1,https://doi.org/10.1007/s11262-011-0661-1,,,,,,,,,,,,,,,,,,,,,
Miniopterus australis,Miniopteridae,Oceania,Australia,Smith 2016 EcoHealth https://doi.org/10.1007/s10393-016-1116-x,https://doi.org/10.1007/s10393-016-1116-x,,,,,,,,,,,,,,,,,,,,,
Miniopterus schreibersii,Miniopteridae,Oceania,Australia,Smith 2016 EcoHealth https://doi.org/10.1007/s10393-016-1116-x,https://doi.org/10.1007/s10393-016-1116-x,,,,,,,,,,,,,,,,,,,,,
Pteropus alecto,Pteropodidae,"Asia, Oceania","Australia, Indonesia, Papua New Guinea",Smith 2016 EcoHealth https://doi.org/10.1007/s10393-016-1116-x,https://doi.org/10.1007/s10393-016-1116-x,,,,,,,,,,,,,,,,,,,,,
Rhinolophus megaphyllus,Rhinolophidae,Oceania,Australia,Smith 2016 EcoHealth https://doi.org/10.1007/s10393-016-1116-x,https://doi.org/10.1007/s10393-016-1116-x,,,,,,,,,,,,,,,,,,,,,
Rhinonicteris aurantia,Rhinonycteridae,Oceania,Australia,Smith 2016 EcoHealth https://doi.org/10.1007/s10393-016-1116-x,https://doi.org/10.1007/s10393-016-1116-x,,,,,,,,,,,,,,,,,,,,,
Myotis macropus,Vespertilionidae,Oceania,Australia,Smith 2016 EcoHealth https://doi.org/10.1007/s10393-016-1116-x,https://doi.org/10.1007/s10393-016-1116-x,,,,,,,,,,,,,,,,,,,,,
Vespadelus pumilus,Vespertilionidae,Oceania,Australia,Smith 2016 EcoHealth https://doi.org/10.1007/s10393-016-1116-x,https://doi.org/10.1007/s10393-016-1116-x,,,,,,,,,,,,,,,,,,,,,
Scotophilus kuhlii,Vespertilionidae,Asia,Taiwan,Su 2016 Taiwan Veterinary Journal https://doi.org/10.1142/S1682648515500171,https://doi.org/10.1142/S1682648515500171,,,,,,,,,,,,,,,,,,,,,
Myotis lucifugus,Vespertilionidae,America,Canada,Subudhi 2017 J Gen Virol https://doi.org/10.1099/jgv.0.000898,https://doi.org/10.1099/jgv.0.000898,,,,,,,,,,,,,,,,,,,,,
Rhinolophus cornutus,Rhinolophidae,Asia,Japan,Suzuki 2014 JVMS https://doi.org/10.1292/jvms.14-0012,https://doi.org/10.1292/jvms.14-0012,,,,,,,,,,,,,,,,,,,,,
Macroglossus minimus,Pteropodidae,Asia,Philippines,Tampon 2020 Philippine Journal of Science http://philjournalsci.dost.gov.ph/96-next-issue/vol-149-no-1-march-2020/1160-first-molecular-evidence-for-bat-betacoronavirus-in-mindanao,http://philjournalsci.dost.gov.ph/96-next-issue/vol-149-no-1-march-2020/1160-first-molecular-evidence-for-bat-betacoronavirus-in-mindanao,,,,,,,,,,,,,,,,,,,,,
Miniopterus schreibersii,Miniopteridae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06,https://doi.org/10.1128/JVI.00697-06,,,,,,,,,,,,,,,,,,,,,
Rhinolophus ferrumequinum,Rhinolophidae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06,https://doi.org/10.1128/JVI.00697-06,,,,,,,,,,,,,,,,,,,,,
Rhinolophus macrotis,Rhinolophidae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06,https://doi.org/10.1128/JVI.00697-06,,,,,,,,,,,,,,,,,,,,,
Rhinolophus pearsonii,Rhinolophidae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06,https://doi.org/10.1128/JVI.00697-06,,,,,,,,,,,,,,,,,,,,,
Rhinolophus sinicus,Rhinolophidae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06,https://doi.org/10.1128/JVI.00697-06,,,,,,,,,,,,,,,,,,,,,
Myotis ricketti,Vespertilionidae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06,https://doi.org/10.1128/JVI.00697-06,,,,,,,,,,,,,,,,,,,,,
Pipistrellus abramus,Vespertilionidae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06,https://doi.org/10.1128/JVI.00697-06,,,,,,,,,,,,,,,,,,,,,
Pipistrellus pipistrellus,Vespertilionidae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06,https://doi.org/10.1128/JVI.00697-06,,,,,,,,,,,,,,,,,,,,,
Scotophilus kuhlii,Vespertilionidae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06,https://doi.org/10.1128/JVI.00697-06,,,,,,,,,,,,,,,,,,,,,
Tylonycteris pachypus,Vespertilionidae,Asia,China,Tang 2006 J Virol https://doi.org/10.1128/JVI.00697-06,https://doi.org/10.1128/JVI.00697-06,,,,,,,,,,,,,,,,,,,,,
Hipposideros vittatus,Hipposideridae,Africa,Kenya,Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16,https://doi.org/10.1128/JVI.01953-16,,,,,,,,,,,,,,,,,,,,,
Cardioderma cor,Megadermatidae,Africa,Kenya,Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16,https://doi.org/10.1128/JVI.01953-16,,,,,,,,,,,,,,,,,,,,,
Miniopterus minor,Miniopteridae,Africa,Kenya,Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16,https://doi.org/10.1128/JVI.01953-16,,,,,,,,,,,,,,,,,,,,,
Otomops martiensseni,Molossidae,Africa,Kenya,Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16,https://doi.org/10.1128/JVI.01953-16,,,,,,,,,,,,,,,,,,,,,
Eidolon helvum,Pteropodidae,Africa,Kenya,Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16,https://doi.org/10.1128/JVI.01953-16,,,,,,,,,,,,,,,,,,,,,
Epomophorus labiatus,Pteropodidae,Africa,Kenya,Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16,https://doi.org/10.1128/JVI.01953-16,,,,,,,,,,,,,,,,,,,,,
Rousettus aegyptiacus,Pteropodidae,Africa,Kenya,Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16,https://doi.org/10.1128/JVI.01953-16,,,,,,,,,,,,,,,,,,,,,
Rhinolophus hildebrandtii,Rhinolophidae,Africa,Kenya,Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16,https://doi.org/10.1128/JVI.01953-16,,,,,,,,,,,,,,,,,,,,,
Rhinolophus landeri,Rhinolophidae,Africa,Kenya,Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16,https://doi.org/10.1128/JVI.01953-16,,,,,,,,,,,,,,,,,,,,,
Triaenops afer,Rhinonycteridae,Africa,Kenya,Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16,https://doi.org/10.1128/JVI.01953-16,,,,,,,,,,,,,,,,,,,,,
Scotophilus dinganii,Vespertilionidae,Africa,Kenya,Tao 2017 J Virol https://doi.org/10.1128/JVI.01953-16,https://doi.org/10.1128/JVI.01953-16,,,,,,,,,,,,,,,,,,,,,
Hipposideros gentilis,Hipposideridae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1,https://doi.org/10.21203/rs.3.rs-871965/v1,,,,,,,,,,,,,,,,,,,,,
Hipposideros khaokhouayensis,Hipposideridae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1,https://doi.org/10.21203/rs.3.rs-871965/v1,,,,,,,,,,,,,,,,,,,,,
Chaerephon plicatus,Molossidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1,https://doi.org/10.21203/rs.3.rs-871965/v1,,,,,,,,,,,,,,,,,,,,,
Cynopterus sphinx,Pteropodidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1,https://doi.org/10.21203/rs.3.rs-871965/v1,,,,,,,,,,,,,,,,,,,,,
Eonycteris spelaea,Pteropodidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1,https://doi.org/10.21203/rs.3.rs-871965/v1,,,,,,,,,,,,,,,,,,,,,
Rhinolophus affinis,Rhinolophidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1,https://doi.org/10.21203/rs.3.rs-871965/v1,,,,,,,,,,,,,,,,,,,,,
Rhinolophus malayanus,Rhinolophidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1,https://doi.org/10.21203/rs.3.rs-871965/v1,,,,,,,,,,,,,,,,,,,,,
Rhinolophus marshalli,Rhinolophidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1,https://doi.org/10.21203/rs.3.rs-871965/v1,,,,,,,,,,,,,,,,,,,,,
Rhinolophus pusillus,Rhinolophidae,Asia,Laos,Temmam 2021 Research Square https://doi.org/10.21203/rs.3.rs-871965/v1,https://doi.org/10.21203/rs.3.rs-871965/v1,,,,,,,,,,,,,,,,,,,,,
Hipposideros commersoni,Hipposideridae,Africa,Kenya,Tong 2009 EID https://dx.doi.org/10.3201%2Feid1503.081013,https://dx.doi.org/10.3201%2Feid1503.081013,,,,,,,,,,,,,,,,,,,,,
Cardioderma cor,Megadermatidae,Africa,Kenya,Tong 2009 EID https://dx.doi.org/10.3201%2Feid1503.081013,https://dx.doi.org/10.3201%2Feid1503.081013,,,,,,,,,,,,,,,,,,,,,
Miniopterus africanus,Miniopteridae,Africa,Kenya,Tong 2009 EID https://dx.doi.org/10.3201%2Feid1503.081013,https://dx.doi.org/10.3201%2Feid1503.081013,,,,,,,,,,,,,,,,,,,,,
Miniopterus inflatus,Miniopteridae,Africa,Kenya,Tong 2009 EID https://dx.doi.org/10.3201%2Feid1503.081013,https://dx.doi.org/10.3201%2Feid1503.081013,,,,,,,,,,,,,,,,,,,,,
Miniopterus minor,Miniopteridae,Africa,Kenya,Tong 2009 EID https://dx.doi.org/10.3201%2Feid1503.081013,https://dx.doi.org/10.3201%2Feid1503.081013,,,,,,,,,,,,,,,,,,,,,
Miniopterus natalensis,Miniopteridae,Africa,Kenya,Tong 2009 EID https://dx.doi.org/10.3201%2Feid1503.081013,https://dx.doi.org/10.3201%2Feid1503.081013,,,,,,,,,,,,,,,,,,,,,
Chaerephon pumilus,Molossidae,Africa,Kenya,Tong 2009 EID https://dx.doi.org/10.3201%2Feid1503.081013,https://dx.doi.org/10.3201%2Feid1503.081013,,,,,,,,,,,,,,,,,,,,,
Otomops martiensseni,Molossidae,Africa,Kenya,Tong 2009 EID https://dx.doi.org/10.3201%2Feid1503.081013,https://dx.doi.org/10.3201%2Feid1503.081013,,,,,,,,,,,,,,,,,,,,,
Eidolon helvum,Pteropodidae,Africa,Kenya,Tong 2009 EID https://dx.doi.org/10.3201%2Feid1503.081013,https://dx.doi.org/10.3201%2Feid1503.081013,,,,,,,,,,,,,,,,,,,,,
Rousettus aegyptiacus,Pteropodidae,Africa,Kenya,Tong 2009 EID https://dx.doi.org/10.3201%2Feid1503.081013,https://dx.doi.org/10.3201%2Feid1503.081013,,,,,,,,,,,,,,,,,,,,,
Emballonura alecto,Emballonuridae,Asia,Philippines,Tsuda 2012 Arch Virol https://doi.org/10.1007/s00705-012-1410-z,https://doi.org/10.1007/s00705-012-1410-z,,,,,,,,,,,,,,,,,,,,,
Hipposideros diadema,Hipposideridae,Asia,Philippines,Tsuda 2012 Arch Virol https://doi.org/10.1007/s00705-012-1410-z,https://doi.org/10.1007/s00705-012-1410-z,,,,,,,,,,,,,,,,,,,,,
Cynopterus brachyotis,Pteropodidae,Asia,Philippines,Tsuda 2012 Arch Virol https://doi.org/10.1007/s00705-012-1410-z,https://doi.org/10.1007/s00705-012-1410-z,,,,,,,,,,,,,,,,,,,,,
Macroglossus minimus,Pteropodidae,Asia,Philippines,Tsuda 2012 Arch Virol https://doi.org/10.1007/s00705-012-1410-z,https://doi.org/10.1007/s00705-012-1410-z,,,,,,,,,,,,,,,,,,,,,
Ptenochirus jagori,Pteropodidae,Asia,Philippines,Tsuda 2012 Arch Virol https://doi.org/10.1007/s00705-012-1410-z,https://doi.org/10.1007/s00705-012-1410-z,,,,,,,,,,,,,,,,,,,,,
Rousettus amplexicaudatus,Pteropodidae,Asia,Philippines,Tsuda 2012 Arch Virol https://doi.org/10.1007/s00705-012-1410-z,https://doi.org/10.1007/s00705-012-1410-z,,,,,,,,,,,,,,,,,,,,,
Rhinolophus rufus,Rhinolophidae,Asia,Philippines,Tsuda 2012 Arch Virol https://doi.org/10.1007/s00705-012-1410-z,https://doi.org/10.1007/s00705-012-1410-z,,,,,,,,,,,,,,,,,,,,,
Hipposideros larvatus,Hipposideridae,Asia,Myanmar,Valitutto 2020 PLoS ONE https://doi.org/10.1371/journal.pone.0230802,https://doi.org/10.1371/journal.pone.0230802,,,,,,,,,,,,,,,,,,,,,
Chaerephon plicatus,Molossidae,Asia,Myanmar,Valitutto 2020 PLoS ONE https://doi.org/10.1371/journal.pone.0230802,https://doi.org/10.1371/journal.pone.0230802,,,,,,,,,,,,,,,,,,,,,
Scotophilus heathii,Vespertilionidae,Asia,Myanmar,Valitutto 2020 PLoS ONE https://doi.org/10.1371/journal.pone.0230802,https://doi.org/10.1371/journal.pone.0230802,,,,,,,,,,,,,,,,,,,,,
Chaerephon plicatus,Molossidae,Asia,Thailand,Wacharapluesadee 2013 EID https://dx.doi.org/10.3201%2Feid1908.130119,https://dx.doi.org/10.3201%2Feid1908.130119,,,,,,,,,,,,,,,,,,,,,
Taphozous melanopogon,Emballonuridae,Asia,Thailand,Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1,https://doi.org/10.1186/s12985-015-0289-1,,,,,,,,,,,,,,,,,,,,,
Hipposideros armiger,Hipposideridae,Asia,Thailand,Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1,https://doi.org/10.1186/s12985-015-0289-1,,,,,,,,,,,,,,,,,,,,,
Hipposideros larvatus,Hipposideridae,Asia,Thailand,Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1,https://doi.org/10.1186/s12985-015-0289-1,,,,,,,,,,,,,,,,,,,,,
Hipposideros lekaguli,Hipposideridae,Asia,Thailand,Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1,https://doi.org/10.1186/s12985-015-0289-1,,,,,,,,,,,,,,,,,,,,,
Megaderma lyra,Megadermatidae,Asia,Thailand,Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1,https://doi.org/10.1186/s12985-015-0289-1,,,,,,,,,,,,,,,,,,,,,
Miniopterus magnater,Miniopteridae,Asia,Thailand,Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1,https://doi.org/10.1186/s12985-015-0289-1,,,,,,,,,,,,,,,,,,,,,
Miniopterus pusillus,Miniopteridae,Asia,Thailand,Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1,https://doi.org/10.1186/s12985-015-0289-1,,,,,,,,,,,,,,,,,,,,,
Miniopterus schreibersii,Miniopteridae,Asia,Thailand,Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1,https://doi.org/10.1186/s12985-015-0289-1,,,,,,,,,,,,,,,,,,,,,
Cynopterus brachyotis,Pteropodidae,Asia,Thailand,Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1,https://doi.org/10.1186/s12985-015-0289-1,,,,,,,,,,,,,,,,,,,,,
Cynopterus sphinx,Pteropodidae,Asia,Thailand,Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1,https://doi.org/10.1186/s12985-015-0289-1,,,,,,,,,,,,,,,,,,,,,
Rhinolophus shameli,Rhinolophidae,Asia,Thailand,Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1,https://doi.org/10.1186/s12985-015-0289-1,,,,,,,,,,,,,,,,,,,,,
Scotophilus heathii,Vespertilionidae,Asia,Thailand,Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1,https://doi.org/10.1186/s12985-015-0289-1,,,,,,,,,,,,,,,,,,,,,
Scotophilus kuhlii,Vespertilionidae,Asia,Thailand,Wacharapluesadee 2015 Virology Journal https://doi.org/10.1186/s12985-015-0289-1,https://doi.org/10.1186/s12985-015-0289-1,,,,,,,,,,,,,,,,,,,,,
Pteropus lylei,Pteropodidae,Asia,Thailand,Wacharapluesadee 2018 Virology Journal https://doi.org/10.1186/s12985-018-0950-6,https://doi.org/10.1186/s12985-018-0950-6,,,,,,,,,,,,,,,,,,,,,
Rhinolophus acuminatus,Rhinolophidae,Asia,Thailand,Wacharapluesadee 2021 Nature Communications https://doi.org/10.1038/s41467-021-21240-1,https://doi.org/10.1038/s41467-021-21240-1,,,,,,,,,,,,,,,,,,,,,
Rhinolophus sinicus,Rhinolophidae,Asia,China,Wang 2016 Virologica Sinica http://dx.doi.org/10.1007/s12250-015-3703-3,http://dx.doi.org/10.1007/s12250-015-3703-3,,,,,,,,,,,,,,,,,,,,,
Rhinolophus pusillus,Rhinolophidae,Asia,China,Wang 2017 Emerg Microb Infect https://doi.org/10.1038/emi.2016.140,https://doi.org/10.1038/emi.2016.140,,,,,,,,,,,,,,,,,,,,,
Rhinolophus affinis,Rhinolophidae,Asia,China,Wang 2019 Viruses https://doi.org/10.3390/v11040379,https://doi.org/10.3390/v11040379,,,,,,,,,,,,,,,,,,,,,
Rhinolophus ferrumequinum,Rhinolophidae,Asia,China,Wang 2019 Viruses https://doi.org/10.3390/v11040379,https://doi.org/10.3390/v11040379,,,,,,,,,,,,,,,,,,,,,
Rhinolophus macrotis,Rhinolophidae,Asia,China,Wang 2019 Viruses https://doi.org/10.3390/v11040379,https://doi.org/10.3390/v11040379,,,,,,,,,,,,,,,,,,,,,
Rhinolophus pusillus,Rhinolophidae,Asia,China,Wang 2019 Viruses https://doi.org/10.3390/v11040379,https://doi.org/10.3390/v11040379,,,,,,,,,,,,,,,,,,,,,
Rhinolophus shameli,Rhinolophidae,Asia,China,Wang 2019 Viruses https://doi.org/10.3390/v11040379,https://doi.org/10.3390/v11040379,,,,,,,,,,,,,,,,,,,,,
Rhinolophus sinicus,Rhinolophidae,Asia,China,Wang 2019 Viruses https://doi.org/10.3390/v11040379,https://doi.org/10.3390/v11040379,,,,,,,,,,,,,,,,,,,,,
Aselliscus stoliczkanus,Hipposideridae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962,https://www.mdpi.com/1999-4915/13/10/1962,,,,,,,,,,,,,,,,,,,,,
Hipposideros larvatus,Hipposideridae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962,https://www.mdpi.com/1999-4915/13/10/1962,,,,,,,,,,,,,,,,,,,,,
Hipposideros pomona,Hipposideridae,Asia,"China, Laos",Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962,https://www.mdpi.com/1999-4915/13/10/1962,,,,,,,,,,,,,,,,,,,,,
Rhinolophus sinicus,Rhinolophidae,Asia,China,Wang 2021 Viruses https://www.mdpi.com/1999-4915/13/10/1962,https://doi.org/10.21203/rs.3.rs-885194/v1,,,,,,,,,,,,,,,,,,,,,
Hipposideros caffer,Hipposideridae,Africa,Kenya,Waruhiu 2017 Vir Sinica https://doi.org/10.1007/s12250-016-3930-2,https://doi.org/10.1007/s12250-016-3930-2,,,,,,,,,,,,,,,,,,,,,
Miniopterus minor,Miniopteridae,Africa,Kenya,Waruhiu 2017 Vir Sinica https://doi.org/10.1007/s12250-016-3930-2,https://doi.org/10.1007/s12250-016-3930-2,,,,,,,,,,,,,,,,,,,,,
Chaerephon pumilus,Molossidae,Africa,Kenya,Waruhiu 2017 Vir Sinica https://doi.org/10.1007/s12250-016-3930-2,https://doi.org/10.1007/s12250-016-3930-2,,,,,,,,,,,,,,,,,,,,,
Mops condylurus,Molossidae,Africa,Kenya,Waruhiu 2017 Vir Sinica https://doi.org/10.1007/s12250-016-3930-2,https://doi.org/10.1007/s12250-016-3930-2,,,,,,,,,,,,,,,,,,,,,
Eidolon helvum,Pteropodidae,Africa,Kenya,Waruhiu 2017 Vir Sinica https://doi.org/10.1007/s12250-016-3930-2,https://doi.org/10.1007/s12250-016-3930-2,,,,,,,,,,,,,,,,,,,,,
Rousettus aegyptiacus,Pteropodidae,Africa,Kenya,Waruhiu 2017 Vir Sinica https://doi.org/10.1007/s12250-016-3930-2,https://doi.org/10.1007/s12250-016-3930-2,,,,,,,,,,,,,,,,,,,,,
Rhinolophus fumigatus,Rhinolophidae,Africa,Kenya,Waruhiu 2017 Vir Sinica https://doi.org/10.1007/s12250-016-3930-2,https://doi.org/10.1007/s12250-016-3930-2,,,,,,,,,,,,,,,,,,,,,
Rhinolophus landeri,Rhinolophidae,Africa,Kenya,Waruhiu 2017 Vir Sinica https://doi.org/10.1007/s12250-016-3930-2,https://doi.org/10.1007/s12250-016-3930-2,,,,,,,,,,,,,,,,,,,,,
Cynopterus brachyotis,Pteropodidae,Asia,Philippines,Watanabe 2010 EID https://dx.doi.org/10.3201%2Feid1608.100208,https://dx.doi.org/10.3201%2Feid1608.100208,,,,,,,,,,,,,,,,,,,,,
Eonycteris spelaea,Pteropodidae,Asia,Philippines,Watanabe 2010 EID https://dx.doi.org/10.3201%2Feid1608.100208,https://dx.doi.org/10.3201%2Feid1608.100208,,,,,,,,,,,,,,,,,,,,,
Ptenochirus jagori,Pteropodidae,Asia,Philippines,Watanabe 2010 EID https://dx.doi.org/10.3201%2Feid1608.100208,https://dx.doi.org/10.3201%2Feid1608.100208,,,,,,,,,,,,,,,,,,,,,
Rousettus amplexicaudatus,Pteropodidae,Asia,Philippines,Watanabe 2010 EID https://dx.doi.org/10.3201%2Feid1608.100208,https://dx.doi.org/10.3201%2Feid1608.100208,,,,,,,,,,,,,,,,,,,,,
Rhinolophus cf. clivosus,Rhinolophidae,Africa,"Rwanda, Uganda",Wells 2021 Virus Evolution https://doi.org/10.1093/ve/veab007,https://doi.org/10.1093/ve/veab007,,,,,,,,,,,,,,,,,,,,,
Miniopterus magnater,Miniopteridae,Asia,China,Woo 2006 Virology https://doi.org/10.1016/j.virol.2006.02.041,https://doi.org/10.1016/j.virol.2006.02.041,,,,,,,,,,,,,,,,,,,,,
Miniopterus pusillus,Miniopteridae,Asia,China,Woo 2006 Virology https://doi.org/10.1016/j.virol.2006.02.041,https://doi.org/10.1016/j.virol.2006.02.041,,,,,,,,,,,,,,,,,,,,,
Rhinolophus sinicus,Rhinolophidae,Asia,China,Woo 2006 Virology https://doi.org/10.1016/j.virol.2006.02.041,https://doi.org/10.1016/j.virol.2006.02.041,,,,,,,,,,,,,,,,,,,,,
Myotis ricketti,Vespertilionidae,Asia,China,Woo 2006 Virology https://doi.org/10.1016/j.virol.2006.02.041,https://doi.org/10.1016/j.virol.2006.02.041,,,,,,,,,,,,,,,,,,,,,
Pipistrellus abramus,Vespertilionidae,Asia,China,Woo 2006 Virology https://doi.org/10.1016/j.virol.2006.02.041,https://doi.org/10.1016/j.virol.2006.02.041,,,,,,,,,,,,,,,,,,,,,
Tylonycteris pachypus,Vespertilionidae,Asia,China,Woo 2006 Virology https://doi.org/10.1016/j.virol.2006.02.041,https://doi.org/10.1016/j.virol.2006.02.041,,,,,,,,,,,,,,,,,,,,,
Miniopterus pusillus,Miniopteridae,Asia,China,Woo 2007 J Virol https://doi.org/10.1128/JVI.02182-06,https://doi.org/10.1128/JVI.02182-06,,,,,,,,,,,,,,,,,,,,,
Rousettus leschenaultii,Pteropodidae,Asia,China,Woo 2007 J Virol https://doi.org/10.1128/JVI.02182-06,https://doi.org/10.1128/JVI.02182-06,,,,,,,,,,,,,,,,,,,,,
Rhinolophus sinicus,Rhinolophidae,Asia,China,Woo 2007 J Virol https://doi.org/10.1128/JVI.02182-06,https://doi.org/10.1128/JVI.02182-06,,,,,,,,,,,,,,,,,,,,,
