Bat species,Number of samples,Bat family,Continent,Country,Reference
Mesophylla macconnelli,1,Phyllostomidae,America,"Brazil, Costa Rica, Panama",Corman 2013 J Gen Virol https://doi.org/10.1099/vir.0.054841-0
Micronycteris hirsuta,3,Phyllostomidae,America,"Brazil, Costa Rica, Panama",Corman 2013 J Gen Virol https://doi.org/10.1099/vir.0.054841-0
Micronycteris microtis,6,Phyllostomidae,America,"Brazil, Costa Rica, Panama",Corman 2013 J Gen Virol https://doi.org/10.1099/vir.0.054841-0
Micronycteris minuta,2,Phyllostomidae,America,"Brazil, Costa Rica, Panama",Corman 2013 J Gen Virol https://doi.org/10.1099/vir.0.054841-0
Mimon crenulatum,11,Phyllostomidae,America,"Brazil, Costa Rica, Panama",Corman 2013 J Gen Virol https://doi.org/10.1099/vir.0.054841-0
Phylloderma stenops,3,Phyllostomidae,America,"Brazil, Costa Rica, Panama",Corman 2013 J Gen Virol https://doi.org/10.1099/vir.0.054841-0
Phyllostomus discolor,10,Phyllostomidae,America,"Brazil, Costa Rica, Panama",Corman 2013 J Gen Virol https://doi.org/10.1099/vir.0.054841-0
Phyllostomus elongatus,4,Phyllostomidae,America,"Brazil, Costa Rica, Panama",Corman 2013 J Gen Virol https://doi.org/10.1099/vir.0.054841-0
Phyllostomus hastatus,5,Phyllostomidae,America,"Brazil, Costa Rica, Panama",Corman 2013 J Gen Virol https://doi.org/10.1099/vir.0.054841-0
Platyrrhinus brachycephalus,1,Phyllostomidae,America,"Brazil, Costa Rica, Panama",Corman 2013 J Gen Virol https://doi.org/10.1099/vir.0.054841-0
Platyrrhinus helleri,1,Phyllostomidae,America,"Brazil, Costa Rica, Panama",Corman 2013 J Gen Virol https://doi.org/10.1099/vir.0.054841-0
Platyrrhinus infuscus,2,Phyllostomidae,America,"Brazil, Costa Rica, Panama",Corman 2013 J Gen Virol https://doi.org/10.1099/vir.0.054841-0
Rhinophylla pumilio,4,Phyllostomidae,America,"Brazil, Costa Rica, Panama",Corman 2013 J Gen Virol https://doi.org/10.1099/vir.0.054841-0
Sturnira lilium,3,Phyllostomidae,America,"Brazil, Costa Rica, Panama",Corman 2013 J Gen Virol https://doi.org/10.1099/vir.0.054841-0
Sturnira magna,3,Phyllostomidae,America,"Brazil, Costa Rica, Panama",Corman 2013 J Gen Virol https://doi.org/10.1099/vir.0.054841-0
Tonatia saurophila,7,Phyllostomidae,America,"Brazil, Costa Rica, Panama",Corman 2013 J Gen Virol https://doi.org/10.1099/vir.0.054841-0
Trachops cirrhosus,14,Phyllostomidae,America,"Brazil, Costa Rica, Panama",Corman 2013 J Gen Virol https://doi.org/10.1099/vir.0.054841-0
Uroderma bilobatum,32,Phyllostomidae,America,"Brazil, Costa Rica, Panama",Corman 2013 J Gen Virol https://doi.org/10.1099/vir.0.054841-0
Vampyressa bidens,1,Phyllostomidae,America,"Brazil, Costa Rica, Panama",Corman 2013 J Gen Virol https://doi.org/10.1099/vir.0.054841-0
Vampyressa thyone,1,Phyllostomidae,America,"Brazil, Costa Rica, Panama",Corman 2013 J Gen Virol https://doi.org/10.1099/vir.0.054841-0
Vampyrodes caraccioli,9,Phyllostomidae,America,"Brazil, Costa Rica, Panama",Corman 2013 J Gen Virol https://doi.org/10.1099/vir.0.054841-0
Myotis albescens,2,Vespertilionidae,America,"Brazil, Costa Rica, Panama",Corman 2013 J Gen Virol https://doi.org/10.1099/vir.0.054841-0
Myotis nigricans,7,Vespertilionidae,America,"Brazil, Costa Rica, Panama",Corman 2013 J Gen Virol https://doi.org/10.1099/vir.0.054841-0
Rhogeessa tumida,3,Vespertilionidae,America,"Brazil, Costa Rica, Panama",Corman 2013 J Gen Virol https://doi.org/10.1099/vir.0.054841-0
Neoromicia capensis,Not reported,Vespertilionidae,Africa,South Africa,Corman 2014 J Virol https://doi.org/10.1128/JVI.01498-14
Coleura afra,68,Emballonuridae,Africa,Ghana,Corman 2015 J Virol https://doi.org/10.1128/JVI.01755-15
Taphozous perforatus,21,Emballonuridae,Africa,Ghana,Corman 2015 J Virol https://doi.org/10.1128/JVI.01755-15
Hipposideros abae,242,Hipposideridae,Africa,Ghana,Corman 2015 J Virol https://doi.org/10.1128/JVI.01755-15
Hipposideros cf. gigas,12,Hipposideridae,Africa,Ghana,Corman 2015 J Virol https://doi.org/10.1128/JVI.01755-15
Hipposideros cf. ruber,1611,Hipposideridae,Africa,Ghana,Corman 2015 J Virol https://doi.org/10.1128/JVI.01755-15
Hipposideros jonesi,5,Hipposideridae,Africa,Ghana,Corman 2015 J Virol https://doi.org/10.1128/JVI.01755-15
Nycteris cf. gambiensis,91,Nycteridae,Africa,Ghana,Corman 2015 J Virol https://doi.org/10.1128/JVI.01755-15
Lissonycteris angolensis,20,Pteropodidae,Africa,Ghana,Corman 2015 J Virol https://doi.org/10.1128/JVI.01755-15
Rousettus aegyptiacus,4,Pteropodidae,Africa,Ghana,Corman 2015 J Virol https://doi.org/10.1128/JVI.01755-15
Rhinolophus alcyone,4,Rhinolophidae,Africa,Ghana,Corman 2015 J Virol https://doi.org/10.1128/JVI.01755-15
Rhinolophus landeri,9,Rhinolophidae,Africa,Ghana,Corman 2015 J Virol https://doi.org/10.1128/JVI.01755-15
Rhinolophus hipposideros,53,Rhinolophidae,Europe,UK,Crook 2021 Scientific Reports https://doi.org/10.1038/s41598-021-94011-z
Myotis lucifugus,Not reported,Vespertilionidae,America,Canada,Davy 2018 Sci Rep https://doi.org/10.1038/s41598-018-33975-x
Eptesicus serotinus,9,Vespertilionidae,Europe,Italy,De Benedictis 2013 Virus Genes https://doi.org/10.1007/s11262-013-1008-x
Myotis blythii,19,Vespertilionidae,Europe,Italy,De Benedictis 2013 Virus Genes https://doi.org/10.1007/s11262-013-1008-x
Myotis myotis,47,Vespertilionidae,Europe,Italy,De Benedictis 2013 Virus Genes https://doi.org/10.1007/s11262-013-1008-x
Pipistrellus kuhlii,3,Vespertilionidae,Europe,Italy,De Sabato 2018 Virus Research https://doi.org/10.1016/j.virusres.2018.11.007
Cynopterus brachyotis,45,Pteropodidae,Asia,Indonesia,Dharmayanti 2021 Journal of Veterinary Science https://doi.org/10.4142/jvs.2021.22.e70
Macroglossus minimus,5,Pteropodidae,Asia,Indonesia,Dharmayanti 2021 Journal of Veterinary Science https://doi.org/10.4142/jvs.2021.22.e70
Pteropus vampyrus,36,Pteropodidae,Asia,Indonesia,Dharmayanti 2021 Journal of Veterinary Science https://doi.org/10.4142/jvs.2021.22.e70
Rousettus amplexicaudatus,96,Pteropodidae,Asia,Indonesia,Dharmayanti 2021 Journal of Veterinary Science https://doi.org/10.4142/jvs.2021.22.e70
Tadarida brasiliensis,2,Molossidae,America,USA,Dominguez 2007 EID https://dx.doi.org/10.3201%2Feid1309.070491
Eptesicus fuscus,25,Vespertilionidae,America,USA,Dominguez 2007 EID https://dx.doi.org/10.3201%2Feid1309.070491
Lasionycteris noctivagans,2,Vespertilionidae,America,USA,Dominguez 2007 EID https://dx.doi.org/10.3201%2Feid1309.070491
Myotis ciliolabrum,1,Vespertilionidae,America,USA,Dominguez 2007 EID https://dx.doi.org/10.3201%2Feid1309.070491
Myotis evotis,4,Vespertilionidae,America,USA,Dominguez 2007 EID https://dx.doi.org/10.3201%2Feid1309.070491
Myotis occultus,16,Vespertilionidae,America,USA,Dominguez 2007 EID https://dx.doi.org/10.3201%2Feid1309.070491
Myotis volans,7,Vespertilionidae,America,USA,Dominguez 2007 EID https://dx.doi.org/10.3201%2Feid1309.070491
Eptesicus fuscus,129,Vespertilionidae,America,USA,Donaldson 2010 Journal of Virology https://doi.org/10.1128/JVI.01255-10
Lasiurus borealis,1,Vespertilionidae,America,USA,Donaldson 2010 Journal of Virology https://doi.org/10.1128/JVI.01255-10
Lasiurus cinereus,1,Vespertilionidae,America,USA,Donaldson 2010 Journal of Virology https://doi.org/10.1128/JVI.01255-10
Myotis leibii,23,Vespertilionidae,America,USA,Donaldson 2010 Journal of Virology https://doi.org/10.1128/JVI.01255-10
Myotis lucifugus,61,Vespertilionidae,America,USA,Donaldson 2010 Journal of Virology https://doi.org/10.1128/JVI.01255-10
Myotis septentrionalis,41,Vespertilionidae,America,USA,Donaldson 2010 Journal of Virology https://doi.org/10.1128/JVI.01255-10
Perimyotis subflavus,49,Vespertilionidae,America,USA,Donaldson 2010 Journal of Virology https://doi.org/10.1128/JVI.01255-10
Miniopterus schreibersii,38,Miniopteridae,Europe,Bulgaria,Drexler 2010 Journal of Virology https://doi.org/10.1128/JVI.00650-10
Rhinolophus blasii,82,Rhinolophidae,Europe,Bulgaria,Drexler 2010 Journal of Virology https://doi.org/10.1128/JVI.00650-10
Rhinolophus euryale,243,Rhinolophidae,Europe,Bulgaria,Drexler 2010 Journal of Virology https://doi.org/10.1128/JVI.00650-10
Rhinolophus ferrumequinum,45,Rhinolophidae,Europe,Bulgaria,Drexler 2010 Journal of Virology https://doi.org/10.1128/JVI.00650-10
Rhinolophus hipposideros,6,Rhinolophidae,Europe,Bulgaria,Drexler 2010 Journal of Virology https://doi.org/10.1128/JVI.00650-10
Rhinolophus mehelyi,13,Rhinolophidae,Europe,Bulgaria,Drexler 2010 Journal of Virology https://doi.org/10.1128/JVI.00650-10
Barbastella barbastellus,12,Vespertilionidae,Europe,Bulgaria,Drexler 2010 Journal of Virology https://doi.org/10.1128/JVI.00650-10
Myotis alcathoe,2,Vespertilionidae,Europe,Bulgaria,Drexler 2010 Journal of Virology https://doi.org/10.1128/JVI.00650-10
Myotis bechsteinii,32,Vespertilionidae,Europe,Bulgaria,Drexler 2010 Journal of Virology https://doi.org/10.1128/JVI.00650-10
Myotis blythii,1,Vespertilionidae,Europe,Bulgaria,Drexler 2010 Journal of Virology https://doi.org/10.1128/JVI.00650-10
Myotis capaccinii,1,Vespertilionidae,Europe,Bulgaria,Drexler 2010 Journal of Virology https://doi.org/10.1128/JVI.00650-10
Myotis daubentonii,7,Vespertilionidae,Europe,Bulgaria,Drexler 2010 Journal of Virology https://doi.org/10.1128/JVI.00650-10
Myotis emarginatus,5,Vespertilionidae,Europe,Bulgaria,Drexler 2010 Journal of Virology https://doi.org/10.1128/JVI.00650-10
Myotis myotis,3,Vespertilionidae,Europe,Bulgaria,Drexler 2010 Journal of Virology https://doi.org/10.1128/JVI.00650-10
Myotis mystacinus,1,Vespertilionidae,Europe,Bulgaria,Drexler 2010 Journal of Virology https://doi.org/10.1128/JVI.00650-10
Myotis nattereri,1,Vespertilionidae,Europe,Bulgaria,Drexler 2010 Journal of Virology https://doi.org/10.1128/JVI.00650-10
Nyctalus leisleri,3,Vespertilionidae,Europe,Bulgaria,Drexler 2010 Journal of Virology https://doi.org/10.1128/JVI.00650-10
Pipistrellus pygmaeus,2,Vespertilionidae,Europe,Bulgaria,Drexler 2010 Journal of Virology https://doi.org/10.1128/JVI.00650-10
Plecotus auritus,2,Vespertilionidae,Europe,Bulgaria,Drexler 2010 Journal of Virology https://doi.org/10.1128/JVI.00650-10
Myotis myotis,975,Vespertilionidae,Europe,Germany,Drexler 2011 EID https://dx.doi.org/10.3201%2Feid1703.100526
Miniopterus fuliginosus,194,Miniopteridae,Asia,China,Du 2016 Sci China Life Sci https://doi.org/10.1007/s11427-016-5039-0
Miniopterus schreibersii,73,Miniopteridae,Europe,Spain,Falcon 2011 Archives of Virology https://doi.org/10.1007/s00705-011-1057-1
Rhinolophus euryale,13,Rhinolophidae,Europe,Spain,Falcon 2011 Archives of Virology https://doi.org/10.1007/s00705-011-1057-1
Rhinolophus ferrumequinum,8,Rhinolophidae,Europe,Spain,Falcon 2011 Archives of Virology https://doi.org/10.1007/s00705-011-1057-1
Rhinolophus hipposideros,4,Rhinolophidae,Europe,Spain,Falcon 2011 Archives of Virology https://doi.org/10.1007/s00705-011-1057-1
Rhinolophus mehelyi,1,Rhinolophidae,Europe,Spain,Falcon 2011 Archives of Virology https://doi.org/10.1007/s00705-011-1057-1
Barbastella barbastellus,6,Vespertilionidae,Europe,Spain,Falcon 2011 Archives of Virology https://doi.org/10.1007/s00705-011-1057-1
Eptesicus isabellinus,8,Vespertilionidae,Europe,Spain,Falcon 2011 Archives of Virology https://doi.org/10.1007/s00705-011-1057-1
Eptesicus serotinus,7,Vespertilionidae,Europe,Spain,Falcon 2011 Archives of Virology https://doi.org/10.1007/s00705-011-1057-1
Hypsugo savii,36,Vespertilionidae,Europe,Spain,Falcon 2011 Archives of Virology https://doi.org/10.1007/s00705-011-1057-1
Myotis alcathoe,1,Vespertilionidae,Europe,Spain,Falcon 2011 Archives of Virology https://doi.org/10.1007/s00705-011-1057-1
Myotis bechsteinii,5,Vespertilionidae,Europe,Spain,Falcon 2011 Archives of Virology https://doi.org/10.1007/s00705-011-1057-1
Myotis blythii,11,Vespertilionidae,Europe,Spain,Falcon 2011 Archives of Virology https://doi.org/10.1007/s00705-011-1057-1
Myotis capaccinii,14,Vespertilionidae,Europe,Spain,Falcon 2011 Archives of Virology https://doi.org/10.1007/s00705-011-1057-1
Myotis daubentonii,91,Vespertilionidae,Europe,Spain,Falcon 2011 Archives of Virology https://doi.org/10.1007/s00705-011-1057-1
Myotis emarginatus,2,Vespertilionidae,Europe,Spain,Falcon 2011 Archives of Virology https://doi.org/10.1007/s00705-011-1057-1
Myotis escalerai,15,Vespertilionidae,Europe,Spain,Falcon 2011 Archives of Virology https://doi.org/10.1007/s00705-011-1057-1
Myotis myotis,18,Vespertilionidae,Europe,Spain,Falcon 2011 Archives of Virology https://doi.org/10.1007/s00705-011-1057-1
Myotis mystacinus,5,Vespertilionidae,Europe,Spain,Falcon 2011 Archives of Virology https://doi.org/10.1007/s00705-011-1057-1
Myotis nattereri,6,Vespertilionidae,Europe,Spain,Falcon 2011 Archives of Virology https://doi.org/10.1007/s00705-011-1057-1
Nyctalus lasiopterus,174,Vespertilionidae,Europe,Spain,Falcon 2011 Archives of Virology https://doi.org/10.1007/s00705-011-1057-1
Nyctalus leisleri,34,Vespertilionidae,Europe,Spain,Falcon 2011 Archives of Virology https://doi.org/10.1007/s00705-011-1057-1
Pipistrellus kuhlii,10,Vespertilionidae,Europe,Spain,Falcon 2011 Archives of Virology https://doi.org/10.1007/s00705-011-1057-1
Pipistrellus pipistrellus,4,Vespertilionidae,Europe,Spain,Falcon 2011 Archives of Virology https://doi.org/10.1007/s00705-011-1057-1
Pipistrellus pygmaeus,1,Vespertilionidae,Europe,Spain,Falcon 2011 Archives of Virology https://doi.org/10.1007/s00705-011-1057-1
Plecotus auritus,7,Vespertilionidae,Europe,Spain,Falcon 2011 Archives of Virology https://doi.org/10.1007/s00705-011-1057-1
Plecotus austriacus,17,Vespertilionidae,Europe,Spain,Falcon 2011 Archives of Virology https://doi.org/10.1007/s00705-011-1057-1
Pteropus alecto,95,Pteropodidae,Asia,Indonesia,Febriani 2018 IJTVBR https://doi.org/10.21157/ijtvbr.v3i2.12359
Myotis bechsteinii,321,Vespertilionidae,Europe,Germany,Fischer 2016 IGE https://doi.org/10.1016/j.meegid.2015.11.010
Myotis daubentonii,47,Vespertilionidae,Europe,Germany,Fischer 2016 IGE https://doi.org/10.1016/j.meegid.2015.11.010
Myotis nattereri,248,Vespertilionidae,Europe,Germany,Fischer 2016 IGE https://doi.org/10.1016/j.meegid.2015.11.010
Pipistrellus nathusii,22,Vespertilionidae,Europe,Germany,Fischer 2016 IGE https://doi.org/10.1016/j.meegid.2015.11.010
Pipistrellus pipistrellus,7,Vespertilionidae,Europe,Germany,Fischer 2016 IGE https://doi.org/10.1016/j.meegid.2015.11.010
Pipistrellus pygmaeus,12,Vespertilionidae,Europe,Germany,Fischer 2016 IGE https://doi.org/10.1016/j.meegid.2015.11.010
Plecotus auritus,118,Vespertilionidae,Europe,Germany,Fischer 2016 IGE https://doi.org/10.1016/j.meegid.2015.11.010
Hipposideros armiger,1,Hipposideridae,Asia,China,Ge 2012 Journal of Virology https://doi.org/10.1128/JVI.06671-11
Myotis ricketti,2,Vespertilionidae,Asia,China,Ge 2012 Journal of Virology https://doi.org/10.1128/JVI.06671-11
Scotophilus kuhlii,2,Vespertilionidae,Asia,China,Ge 2012 Journal of Virology https://doi.org/10.1128/JVI.06671-11
Rhinolophus sinicus,117,Rhinolophidae,Asia,China,Ge 2013 Nature https://doi.org/10.1038/nature12711
Hipposideros pomona,8,Hipposideridae,Asia,China,Ge 2016 Virologica Sinica https://doi.org/10.1007/s12250-016-3713-9
Miniopterus fuliginosus,26,Miniopteridae,Asia,China,Ge 2016 Virologica Sinica https://doi.org/10.1007/s12250-016-3713-9
Miniopterus fuscus,20,Miniopteridae,Asia,China,Ge 2016 Virologica Sinica https://doi.org/10.1007/s12250-016-3713-9
Miniopterus schreibersii,86,Miniopteridae,Asia,China,Ge 2016 Virologica Sinica https://doi.org/10.1007/s12250-016-3713-9
Rhinolophus affinis,106,Rhinolophidae,Asia,China,Ge 2016 Virologica Sinica https://doi.org/10.1007/s12250-016-3713-9
Rhinolophus sinicus,45,Rhinolophidae,Asia,China,Ge 2016 Virologica Sinica https://doi.org/10.1007/s12250-016-3713-9
Hipposideros caffer,2,Hipposideridae,Africa,South Africa,Geldenhuys 2013 VBZD https://doi.org/10.1089/vbz.2012.1101
Miniopterus natalensis,14,Miniopteridae,Africa,South Africa,Geldenhuys 2013 VBZD https://doi.org/10.1089/vbz.2012.1101
Chaerephon pumilus,3,Molossidae,Africa,South Africa,Geldenhuys 2013 VBZD https://doi.org/10.1089/vbz.2012.1101
Mops condylurus,2,Molossidae,Africa,South Africa,Geldenhuys 2013 VBZD https://doi.org/10.1089/vbz.2012.1101
Mops midas,2,Molossidae,Africa,South Africa,Geldenhuys 2013 VBZD https://doi.org/10.1089/vbz.2012.1101
Tadarida aegyptiaca,4,Molossidae,Africa,South Africa,Geldenhuys 2013 VBZD https://doi.org/10.1089/vbz.2012.1101
Nycteris thebaica,2,Nycteridae,Africa,South Africa,Geldenhuys 2013 VBZD https://doi.org/10.1089/vbz.2012.1101
Epomophorus gambianus,1,Pteropodidae,Africa,South Africa,Geldenhuys 2013 VBZD https://doi.org/10.1089/vbz.2012.1101
Epomophorus wahlbergi,11,Pteropodidae,Africa,South Africa,Geldenhuys 2013 VBZD https://doi.org/10.1089/vbz.2012.1101
Rousettus aegyptiacus,3,Pteropodidae,Africa,South Africa,Geldenhuys 2013 VBZD https://doi.org/10.1089/vbz.2012.1101
Rhinolophus capensis,1,Rhinolophidae,Africa,South Africa,Geldenhuys 2013 VBZD https://doi.org/10.1089/vbz.2012.1101
Rhinolophus darlingi,1,Rhinolophidae,Africa,South Africa,Geldenhuys 2013 VBZD https://doi.org/10.1089/vbz.2012.1101
Rhinolophus denti,5,Rhinolophidae,Africa,South Africa,Geldenhuys 2013 VBZD https://doi.org/10.1089/vbz.2012.1101
Rhinolophus landeri,1,Rhinolophidae,Africa,South Africa,Geldenhuys 2013 VBZD https://doi.org/10.1089/vbz.2012.1101
Eptesicus hottentotus,2,Vespertilionidae,Africa,South Africa,Geldenhuys 2013 VBZD https://doi.org/10.1089/vbz.2012.1101
Glauconycteris variegata,1,Vespertilionidae,Africa,South Africa,Geldenhuys 2013 VBZD https://doi.org/10.1089/vbz.2012.1101
Neoromicia capensis,10,Vespertilionidae,Africa,South Africa,Geldenhuys 2013 VBZD https://doi.org/10.1089/vbz.2012.1101
Neoromicia helios,2,Vespertilionidae,Africa,South Africa,Geldenhuys 2013 VBZD https://doi.org/10.1089/vbz.2012.1101
Neoromicia nana,7,Vespertilionidae,Africa,South Africa,Geldenhuys 2013 VBZD https://doi.org/10.1089/vbz.2012.1101
Neoromicia zuluensis,1,Vespertilionidae,Africa,South Africa,Geldenhuys 2013 VBZD https://doi.org/10.1089/vbz.2012.1101
Nycticeinops schlieffeni,7,Vespertilionidae,Africa,South Africa,Geldenhuys 2013 VBZD https://doi.org/10.1089/vbz.2012.1101
Scotophilus dinganii,9,Vespertilionidae,Africa,South Africa,Geldenhuys 2013 VBZD https://doi.org/10.1089/vbz.2012.1101
Scotophilus leucogaster,2,Vespertilionidae,Africa,South Africa,Geldenhuys 2013 VBZD https://doi.org/10.1089/vbz.2012.1101
Scotophilus viridis,1,Vespertilionidae,Africa,South Africa,Geldenhuys 2013 VBZD https://doi.org/10.1089/vbz.2012.1101
Neoromicia capensis,36,Vespertilionidae,Africa,South Africa,Geldenhuys 2018 PLoS ONE https://dx.doi.org/10.1371%2Fjournal.pone.0194527
Neoromicia cf. helios,6,Vespertilionidae,Africa,South Africa,Geldenhuys 2018 PLoS ONE https://dx.doi.org/10.1371%2Fjournal.pone.0194527
Neoromicia nana,12,Vespertilionidae,Africa,South Africa,Geldenhuys 2018 PLoS ONE https://dx.doi.org/10.1371%2Fjournal.pone.0194527
Neoromicia zuluensis,4,Vespertilionidae,Africa,South Africa,Geldenhuys 2018 PLoS ONE https://dx.doi.org/10.1371%2Fjournal.pone.0194527
Myotis bechsteinii,9,Vespertilionidae,Europe,Germany,Gloza-Rausch 2008 EID https://dx.doi.org/10.3201%2Feid1404.071439
Myotis brandtii,2,Vespertilionidae,Europe,Germany,Gloza-Rausch 2008 EID https://dx.doi.org/10.3201%2Feid1404.071439
Myotis dasycneme,67,Vespertilionidae,Europe,Germany,Gloza-Rausch 2008 EID https://dx.doi.org/10.3201%2Feid1404.071439
Myotis daubentonii,155,Vespertilionidae,Europe,Germany,Gloza-Rausch 2008 EID https://dx.doi.org/10.3201%2Feid1404.071439
